meaning,participant,round,pair,totalPath,totalAmplitude,totalBbmv,totalVelocity,totalPartitioning,totalConvexHull,peakAcceleration,condition
lopata,p077,2,P077_P078_Z,313.7220118755137,43.273589459189424,50293.7501456269,16.29453768091454,17.52490421455939,7980.214591940795,1679.3087964734436,sit
rower,p055,1,P055_P056_Z,79.07694726392586,48.82155043785884,50230.71869605606,12.32426992167116,7.0727969348659006,2627.161030088294,1757.964993460365,stand
siedziec,p060,3,P059_P060_Z,44.1982259317214,51.03435517974726,7856.055553310535,14.51733503221659,2.71264367816092,1621.1412425472142,968.1439586033284,stand
strzelac,p056,3,P055_P056_Z,57.0421900511958,49.70205965610907,33485.76531372061,15.034210859256437,3.6628352490421454,3955.700776227164,2029.959942107256,stand
jablko,p098,2,P097_P098_Z,25.33956039106327,88.71979882254317,3344.175504426996,8.303496711625359,2.793103448275862,418.69181739086457,1169.8896487695622,stand
wedka,p100,2,P099_P100_Z,90.22944109905544,56.40056514774552,52442.97076765612,22.69134191742404,3.318007662835249,9129.512266611153,2329.862281936515,stand
drabina,p005,3,P005_P006_Z,42.53126777083692,58.99018120352517,3744.5268410689223,9.632858539269597,4.065134099616858,750.0310987838412,1006.7396616145548,sit
chodzic,p123,2,P123_P124_Z,44.034948732343054,63.88341073240075,1458.0765495338048,14.07214543434682,2.8007662835249043,235.26241076534328,1505.0669987874935,sit
rabac,p113,3,P113_P114_Z,159.08655921954715,41.19691164166768,27190.05492756724,16.334125742149304,9.25287356321839,5578.750436404825,2093.038487768072,sit
luk,p011,2,P011_P012_Z,66.19165386118692,54.29571750986869,36356.59072637675,25.14716358373315,2.2260536398467434,5584.128025244279,1501.6530964866888,stand
czytac,p036,1,P035_P036_Z,65.70665125539773,29.12323996751841,10231.891537017094,13.276957651452712,5.222222222222222,2351.290838430775,1993.3251927727329,sit
drabina,p063,2,P063_P064_Z,43.494704049855926,35.924756998640696,3383.4633700137297,15.08716587760496,2.5670498084291187,670.6288402073898,1068.4933903021774,sit
smazyc,p030,3,P029_P030_Z,73.3015785347232,80.8807915254811,14854.681402534954,13.22555424324252,6.402298850574713,3422.640580809699,1463.4864435992536,sit
drabina,p138,2,P137_P138_Z,100.292197712099,23.931269488156985,14907.910890950074,18.777041872011875,4.961685823754789,3914.726169665479,1575.9461950672376,sit
kopac,p113,1,P113_P114_Z,52.74387394023393,174.35121203287025,9716.771979832163,15.338247729061854,3.053639846743295,1947.8180627293077,1463.37565142618,sit
otworzyc,p010,3,P009_P010_Z,63.33003774482863,47.54848278051144,83540.68926043363,23.76751563687332,1.8735632183908049,9884.103218945394,3425.135490327729,stand
patrzec,p140,1,P139_P140_N,42.76183343549682,20.852472160960527,5636.209517472528,6.003504938647007,6.89272030651341,805.1592166076973,911.0604261315,stand
gwozdz,p005,2,P005_P006_Z,59.24667038652554,34.88510751479397,17433.193568897823,8.360467075473041,5.793103448275862,1761.827213628984,1708.9793531673454,sit
patelnia,p128,3,P127_P128_N,50.7419768827927,71.15492754926262,6665.82789604288,6.028228593158321,8.14176245210728,1277.844718321238,921.5284457451436,sit
patrzec,p086,1,P085_P086_Z,102.38695192258037,48.17927355747088,38233.34032388759,16.06639293421081,5.160919540229885,8700.396110621738,1526.6057383904351,stand
patelnia,p011,1,P011_P012_Z,69.88456501530186,92.32607054755238,16878.999559765256,13.136150001181456,4.850574712643678,1865.9287171499336,898.1066221591235,stand
otworzyc,p120,3,P119_P120_Z,44.93327911354816,52.84637147670329,19237.307652592837,12.292242505202193,3.1877394636015324,2479.716312100657,1016.5120813599076,sit
siedziec,p065,1,P065_P066_Z_SIT,82.14577677275481,69.21792048240411,28220.33379343941,10.63197155353629,8.908045977011493,7702.226739073377,1319.634110391659,stand
luneta,p117,3,P117_P118_Z,37.98204667821589,63.14277417330524,9824.543491678178,11.76819953402855,2.0804597701149423,2237.9521241818074,915.6342667338272,sit
jechac,p082,3,P081_P082_Z,46.85897844885499,56.51213750841421,22482.281130212912,15.794503228546516,1.7011494252873562,2768.3990716981048,1072.2347221299708,stand
wbijac,p010,2,P009_P010_Z,76.58285093831033,41.267251651921725,36947.86666748558,16.801782797900156,3.9655172413793114,7213.265670604131,2293.4735638659768,stand
drabina,p081,2,P081_P082_Z,97.1802790326848,46.932939095003135,25482.70968463117,19.038364634204225,4.915708812260537,5424.163713885511,1824.5028692007213,stand
rabac,p025,2,P025_P026_Z,86.331384347993,95.3039160867512,20181.50840449658,33.65395996835017,1.9042145593869733,3052.4551702592003,1655.445632866725,stand
patelnia,p055,2,P055_P056_Z,119.48813050437607,35.09613008656837,17749.034075691292,11.424069050604553,12.413793103448276,2383.2844786198734,1637.6455647442226,stand
chodzic,p119,3,P119_P120_Z,6.538861284878879,105.1513093596414,888.4861626448907,2.713877253411442,2.471264367816092,32.29543059591125,247.3592634717814,sit
schody,p092,2,P091_P092_Z,131.85463428112362,161.28629283492285,124535.53703390546,27.001501637450566,4.3486590038314175,26950.42591538613,2018.78542929798,stand
lowic,p064,1,P063_P064_Z,38.569712576840985,62.17160995526991,9350.906857534048,10.80817156974242,3.099616858237548,1409.956131681253,820.7213943683288,sit
schodzic,p004,3,P003_P004_Z,17.16334197222407,24.249674189152348,4899.111721597298,4.637133017729983,3.513409961685824,432.1755103543809,283.69464282080946,sit
patelnia,p050,1,P049_P050_Z,113.1929025724988,59.89773070175848,46444.736327471015,13.245973451563255,7.593869731800766,5585.529771479555,1483.9585069256989,stand
lawka,p033,1,P033_P034_Z,39.6021556309959,73.72303904189525,7519.673273970485,5.86837055835381,5.919540229885057,948.4065498848768,2490.195945588363,sit
kopac,p110,1,P109_P110_Z,242.80184091545223,45.03023894889342,238076.443699981,34.00296024195183,6.172413793103448,43728.01336789331,2502.942381394655,stand
rower,p049,2,P049_P050_Z,68.08595030066097,56.32028763405967,27567.330660193173,17.61158542338095,3.2298850574712645,3545.7141292186925,1663.5025242150211,stand
otworzyc,p024,3,P023_P024_Z,98.69515845646532,31.30727987540204,85380.26492665676,14.522097474206191,5.685823754789272,13267.534268010297,2469.4889741679644,stand
schody,p061,2,P061_P062_Z,103.35353576459548,55.70660927371164,21818.584641224472,15.309935786339585,6.153256704980843,5015.727574241444,1170.4418970881138,sit
schody,p064,3,P063_P064_Z,11.394255964965362,22.02696410407601,1333.103852476779,4.131488709275158,2.773946360153257,90.87265848191176,346.37615438341174,sit
butelka,p102,3,P101_P102_Z,42.64798157066016,61.90677269918092,13681.188569026985,13.890602070977485,3.6168582375478926,1359.5512581670548,1265.0999108262338,stand
lopata,p137,1,P137_P138_Z,122.11725194588024,45.71386042073094,39108.31922518827,19.51880200351057,5.628352490421456,10124.012096569577,3479.653351300434,sit
skakanka,p070,3,P069_P070_N,147.19571350379894,270.19072674763663,36915.0907733845,26.43064738283463,5.980842911877395,8739.246781092597,1792.8505098232429,stand
rabac,p065,1,P065_P066_Z_SIT,221.4960673825084,81.40382125396185,53708.74448724662,20.538780041565552,10.233716475095786,11959.21204933507,3323.267886638257,stand
lowic,p128,3,P127_P128_N,71.71443329147017,89.036729290363,39675.05253622471,15.645851233273536,3.827586206896552,10226.419848173198,1455.0804471240597,sit
jechac,p091,1,P091_P092_Z,54.79901848272384,54.4400518142039,12835.581240815372,16.57163612071861,2.9578544061302683,1494.8529860105955,1857.5324684005536,stand
schodzic,p138,2,P137_P138_Z,75.72297747940196,27.441673995806998,6521.635385990186,10.61833808804165,7.0,1335.4544845425362,2568.7073447295493,sit
luneta,p038,3,P037_P038_Z,92.4027206233966,48.9455867102584,47955.65176343564,14.841103125397494,3.8773946360153255,11569.837229513258,1304.0705558750271,stand
schody,p064,1,P063_P064_Z,71.992180260257,54.55029326653821,12026.186194406975,9.642383427445887,7.256704980842912,1313.915742179333,1020.4563676551636,sit
drewno,p099,3,P099_P100_Z,115.01413452646474,60.3520230898484,83511.84855753556,27.50378142263565,3.747126436781609,16276.523512427068,2080.389359874021,stand
rower,p109,2,P109_P110_Z,104.7518122341066,48.44870169009194,41833.59713711418,27.4113503740126,3.2873563218390807,12544.647499708692,1507.86004795799,stand
skakac,p105,3,P105_P106_Z,25.95871435932609,68.72995852949283,525.1804554802646,15.52535928414237,1.559386973180077,126.43231017015596,1615.3293742277542,stand
chodzic,p003,2,P003_P004_Z,13.071467454105688,28.46808236107128,3188.3266731181275,2.915686101808621,5.452107279693487,500.2880447571917,202.61150233077797,sit
wchodzic,p139,1,P139_P140_N,39.98627172845212,112.2194052369022,4093.652010748403,3.523426485042494,11.10344827586207,495.8696971746667,353.09343861197067,stand
jechac,p109,2,P109_P110_Z,94.278119005746,29.97326866067419,37482.12597092845,18.430368764750224,3.727969348659004,5700.506640368095,1595.502722013692,stand
lowic,p126,1,P125_P126_Z,249.56556820240928,244.4465221401279,97823.15990743788,18.85592470277553,13.796934865900385,22750.996540289565,2217.007811669876,sit
jechac,p132,1,P131_P132_Z,49.33225270379384,46.18178428652944,3665.498011296658,7.993282831391878,5.969348659003831,337.13886890315246,687.5987313530126,stand
schodzic,p074,1,P073_P074_Z,32.12099782668693,41.34661431258333,4640.024739746021,8.527003237366419,4.026819923371647,840.7587509163985,977.337173781929,sit
kopac,p124,2,P123_P124_Z,65.13662655185038,65.99533966158972,11626.82024407493,16.11475043677073,3.4329501915708813,2520.1370901915134,1078.1334983084855,sit
lopata,p070,1,P069_P070_N,126.50828127604689,58.70313410088068,31265.236744873408,16.36146326954935,6.75095785440613,8339.216142836107,1239.433470527392,stand
jechac,p050,1,P049_P050_Z,134.9471143278839,238.85339232922027,59813.166543848674,16.23526369190478,6.996168582375479,15123.33150177976,1987.9389676376152,stand
wedka,p007,3,P007_P008_Z,71.91283570551111,19.779376130595814,19460.96044790669,12.79911548956868,6.134099616858237,2495.3801599283274,2518.719910733469,sit
schodzic,p064,3,P063_P064_Z,19.589963705545745,23.25714684773984,5408.593115317898,6.783362742947351,2.6436781609195403,486.22002344388056,562.9149469870061,sit
wedka,p129,3,P129_P130_Z,74.29157546622254,82.57730096256077,30867.151094834677,14.02197964474367,5.275862068965517,6228.50647721792,1063.795362938733,sit
skakanka,p001,3,P001_P002_Z,71.11168530423332,48.39722690288213,20533.592792753338,23.324152676556565,2.333333333333333,3706.391972326785,863.1935848107239,sit
